carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,2122.8359382168696
0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,326.0652281707162
1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,5838.456012282326
0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,2768.7916518243132
1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7502.029177923716
1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,10891.662394689321
0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,779.7749724001173
0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,883.8193855460327
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,8379.144913901038
2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,13965.550379471131
0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,1020.1606393868437
0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3986.261257908224
0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2478.6863032838105
0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1051.7482640162893
0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,-136.5502809743234
0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,922.8669602000141
1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,8345.500520088814
1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,8394.135448849183
0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,412.9884807154067
1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5278.132765687758
0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3775.1399389578733
0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2195.7240409916108
1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,10894.827906753651
0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2696.8279216722553
1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,9134.636748581968
0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1231.1308540920422
0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,-870.7567109833899
0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3404.1277654232913
0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,463.7421747000012
1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,7360.9485014128895
0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,2111.524686809654
0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3700.217451022136
1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5370.163944616661
0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,-314.11954867494524
0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,4785.094368988508
0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,4150.43212893013
1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,4306.945616155132
0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,2347.8925306914657
0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,820.25413476521
1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,5446.369960542173
0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,-47.37524379959723
0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,1139.4516844991508
1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,7381.101422862317
0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,48.13798978679961
1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,3523.8655249758217
0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1994.1218047228972
1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6312.208470499509
0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,5614.219312838717
1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,8363.250843660393
0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3202.229170508342
0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,1335.8946870245386
0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,4551.608246098911
0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1855.751779641117
1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,7031.4062275602355
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,379.6476051253908
1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,8306.760489738443
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2854.872573554219
0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,687.9784473489458
0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3612.3687601543347
1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5605.908681572395
0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3306.8578381566817
0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,1067.841911009496
0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2356.543457782444
0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1737.0281914193897
0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,824.0913648779974
0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,2448.3137415311407
0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,345.45107177295677
1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6290.105446643245
2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,13194.44566893788
0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,689.6838176861825
0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,2555.4439308955502
1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10642.776560698587
0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1413.1871153493344
1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,7420.3264659706565
0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,3540.035977240965
1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5819.408071777285
0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,629.3948792206088
1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,7016.742871436847
1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,7868.385796327109
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,2326.437872194911
0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,-97.03895872288967
1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,7509.724001387505
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,2674.7326918932017
1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,5677.430148849027
0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,4057.7174390817395
1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,6699.234988348913
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,1135.4017577357477
0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,3858.7605552483496
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2299.4705627259505
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,4404.05943416015
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5335.274665290579
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,4539.776503795114
0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,945.1498452380879
0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,-75.39079419063683
0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1512.3332712573433
0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,832.5725365422281
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,-328.1063219352932
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,2483.248590078318
0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1391.140597556881
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2488.069145367074
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,855.2684012519662
0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,678.7633121231543
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3562.5083877486545
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1309.140309475963
0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,-20.998258238661037
1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,4015.0235722657367
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,1841.252342840386
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,1377.4013643089152
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,4073.4897580268694
1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,5925.307452992181
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,4459.174635377658
2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,17474.23661318628
1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6470.214825375007
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1802.010459884415
0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,1124.682129700383
0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,2055.5027144344863
0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,2045.716638292583
0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,-214.53706040652378
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8572.749126390012
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4178.553322579364
0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1978.686504626466
0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,1076.8493117083276
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2937.446707148835
0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,1339.3344199054359
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,2432.8966774009746
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,22518.451783981367
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2720.64751423017
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,1899.0528115240472
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1423.4486353049201
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1519.8293470879603
1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10673.149897154351
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,295.23707528371733
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9817.188976726202
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,689.5357566535808
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,-954.6285581662682
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2296.8199827114645
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4809.986270983705
0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,1619.9630075408963
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,8615.346240843803
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2436.7626215576406
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,1026.9248258228258
1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,6287.351714064089
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,7695.753938899172
0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,1856.7901334370513
1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,6067.356745631028
0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,1936.8088515407685
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,9168.337551803204
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,-767.6053965780507
0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3586.483632771315
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1339.3977842798108
1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,6369.319344656213
1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,11379.726617531749
0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,2356.150663368979
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,99.89327398319074
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1115.6417549177754
1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,4575.55889344111
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4747.022227191603
1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,10334.293870840227
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1507.685844369093
1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,5906.0033867779875
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,3965.126075476883
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,2747.620563148416
0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,-835.7000427060889
0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3321.349920760578
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,4117.057864041008
0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,1179.0513116523393
2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,13556.468772150818
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3602.704423728607
1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,6785.419078627348
0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,1358.2787913192055
0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1587.4823808256738
0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,-414.8025107231374
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,364.9455367802043
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,1633.7401769962958
1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9415.802732303002
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2232.8929782928767
0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2121.803225904158
0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,-151.12415695012578
1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,5820.5396138959495
0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,608.3036064044932
1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,6849.2464971432855
0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,778.8406444922953
1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,4393.136953707535
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1554.5057911484569
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,-768.6035027643106
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,2250.674244674087
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3808.7234577779695
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5168.809372578324
1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,4394.773345750371
0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2411.3369004069614
0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,462.9331518591075
0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,665.3914893257584
1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5560.697352768055
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,-573.3286233736276
1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4691.53407266065
1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,6978.315029423915
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1483.2609387271164
0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1278.1012546314582
0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,-1480.8440068550667
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,943.1973501037996
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,4380.856007581262
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,3600.865591861317
1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,4893.103652751841
0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,457.90345218478114
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,352.65080559819035
0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,-757.5392375391752
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,276.10276318500246
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,5313.483403160653
1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,3401.6283012332965
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,3015.9904225012174
0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,4682.788757060447
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,3614.7954278586635
0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,537.8423115359378
0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,1091.8515697816188
1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,5218.66649491697
1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,4650.216920845889
0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,300.99868995032966
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,768.2157388562705
0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,2614.1364070217082
1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,5305.629678476349
1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,9745.08203615425
1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,5179.398275314996
0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,-1025.5576254024068
0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1185.9171338715155
1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,5969.908271319027
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,552.6807460087625
1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,10270.160333392445
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,2384.806115675405
0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,2402.8338288053696
2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,16365.161853334785
0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,-236.63402952978095
0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,460.5104929410486
0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,-783.8443952814141
1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,6061.377414900389
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,6999.308773863451
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,8433.578304676344
0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,3712.1028934125047
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,7938.896685186888
0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,3659.2583619651236
1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,4780.476748753486
0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,705.0250721202979
0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,-227.69072501564324
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,5482.812207807781
0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,-56.95615612201436
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,814.8105980796395
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,3478.1674540617737
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,-63.07185298029253
0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,2451.630146857237
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,-670.3997056979883
0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1442.4530781332528
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,3547.642494491733
0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,3029.7102298645
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2373.1401053394943
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,-546.946757014251
0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,3279.1086191614745
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,5508.328724553734
1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,4506.41266387858
0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,-1863.713306656336
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,8085.3175492322025
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2734.49597207094
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,2580.466876095698
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,-493.60865533233255
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,3783.956525648318
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,5530.350299196272
0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,-635.2708916957358
2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,14951.747597138112
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,7607.743084036774
0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3321.4515552325015
0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,-641.1559594464138
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,7787.456308271916
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,1034.3191442747943
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,4319.467065624542
0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3408.504217628199
0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,5827.121105609689
0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,2534.3566828495664
0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,640.4568503386322
0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2008.919232866811
0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,2317.528540617252
1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,9978.19108692801
1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,8542.671098863913
2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,13820.994365100245
1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,7035.565933679352
0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,4315.794514864916
0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,1277.5344757891748
0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,815.9179288587061
1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,7626.768559194819
0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,1760.0985172672522
1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,5961.166205785861
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2521.2341403413616
0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,14.844414080898332
0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,1481.066753424518
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,114.00633255677485
0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1561.9505596199592
0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,-1074.4336779888376
0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,974.3230791186538
0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1299.8662767701767
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,2526.8852322626067
0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,395.8813251101128
1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,5703.075343635675
0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,2914.098452309258
0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,4324.709726093717
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,8151.4178103055365
0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,408.21520932690555
0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,1341.3373663705283
0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,1347.0780626573555
1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,11412.564573883135
0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,1454.1042005360055
0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,4000.7695036227237
0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,-28.51800466428449
0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,409.2829718558637
0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3454.1736558235866
0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,879.209814851271
0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,4608.290846392258
1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,6386.044229440975
1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,10097.750616030136
1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,5974.757793216559
0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,2652.0128699956454
0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,1842.6432261449822
0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,3242.400595917227
0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,956.1768916691294
0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,16.96993899535073
0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,1759.5138059679853
1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,11425.277483441505
0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,1040.5845342083444
